Year,Month,Country,CountryCode,Continent,Population ,Unemployment rate total,Unemployment rate men,Unemployment rate women,Unemployment rate 14-24yo,Unemployment rate 14-24yo men,Unemployment rate 14-24yo women,Unemployment rate 25-75yo,Unemployment rate 25-75yo men,Unemployment rate 25-75yo women,CovidDeath,CovidCases,Recent graduates employment rate total (20-34yo),Recent graduates employment rate men,Recent graduates employment rate women
2020,7,Maldives,MDV,Asia,540542.0,,,,,,,,,,5,696,,,
2020,9,Maldives,MDV,Asia,540542.0,,,,,,,,,,10,3543,,,
2021,9,Cameroon,CMR,Africa,2.6545864E7,,,,,,,,,,19,1756,,,
2020,7,Central African Republic,CAF,Africa,4829764.0,,,,,,,,,,46,2066,,,
2022,1,Ecuador,ECU,America,1.764306E7,,,,,,,,,,520,49741,,,
2020,6,Central African Republic,CAF,Africa,4829764.0,,,,,,,,,,7,1895,,,
2021,7,Cameroon,CMR,Africa,2.6545864E7,,,,,,,,,,20,1377,,,
2020,5,Central African Republic,CAF,Africa,4829764.0,,,,,,,,,,0,315,,,
2021,8,Cameroon,CMR,Africa,2.6545864E7,,,,,,,,,,8,987,,,
2020,4,Central African Republic,CAF,Africa,4829764.0,,,,,,,,,,0,8,,,
2021,5,Cameroon,CMR,Africa,2.6545864E7,,,,,,,,,,248,11735,,,
2021,6,Cameroon,CMR,Africa,2.6545864E7,,,,,,,,,,71,2357,,,
2021,3,Cameroon,CMR,Africa,2.6545864E7,,,,,,,,,,170,11955,,,
2020,9,Central African Republic,CAF,Africa,4829764.0,,,,,,,,,,2,88,,,
2021,4,Cameroon,CMR,Africa,2.6545864E7,,,,,,,,,,270,18329,,,
2020,8,Central African Republic,CAF,Africa,4829764.0,,,,,,,,,,7,353,,,
2021,1,Cameroon,CMR,Africa,2.6545864E7,,,,,,,,,,26,3465,,,
2021,2,Cameroon,CMR,Africa,2.6545864E7,,,,,,,,,,77,5401,,,
2020,3,Central African Republic,CAF,Africa,4829764.0,,,,,,,,,,0,4,,,
2020,2,Central African Republic,CAF,Africa,4829764.0,,,,,,,,,,0,0,,,
2020,1,Central African Republic,CAF,Africa,4829764.0,,,,,,,,,,0,0,,,
2010,2,Finland,FIN,,,8.9,,,24.5,,,6.8,,,,,79.7,82.9,76.6
2010,3,Finland,FIN,,,8.6,,,22.2,,,6.8,,,,,79.7,82.9,76.6
2010,4,Finland,FIN,,,8.6,,,22.0,,,6.8,,,,,79.7,82.9,76.6
2010,5,Finland,FIN,,,8.3,,,21.6,,,6.6,,,,,79.7,82.9,76.6
2021,9,Panama,PAN,America,4314768.0,,,,,,,,,,186,14400,,,
2010,1,Finland,FIN,,,9.5,,,23.9,,,7.6,,,,,79.7,82.9,76.6
2021,8,Panama,PAN,America,4314768.0,,,,,,,,,,248,25146,,,
2021,7,Panama,PAN,America,4314768.0,,,,,,,,,,228,28951,,,
2021,6,Panama,PAN,America,4314768.0,,,,,,,,,,144,19606,,,
2021,5,Panama,PAN,America,4314768.0,,,,,,,,,,122,11154,,,
2021,4,Panama,PAN,America,4314768.0,,,,,,,,,,109,9128,,,
2010,6,Finland,FIN,,,8.7,,,22.5,,,6.8,,,,,79.7,82.9,76.6
2021,3,Panama,PAN,America,4314768.0,,,,,,,,,,255,12924,,,
2010,7,Finland,FIN,,,8.6,,,20.5,,,7.0,,,,,79.7,82.9,76.6
2021,2,Panama,PAN,America,4314768.0,,,,,,,,,,575,20536,,,
2010,8,Finland,FIN,,,8.5,,,22.0,,,6.7,,,,,79.7,82.9,76.6
2021,1,Panama,PAN,America,4314768.0,,,,,,,,,,1130,66643,,,
2010,9,Finland,FIN,,,8.1,,,21.2,,,6.4,,,,,79.7,82.9,76.6
2021,10,Venezuela -  Bolivarian Republic of,VEN,America,2.8435943E7,,,,,,,,,,414,35729,,,
2021,11,Venezuela -  Bolivarian Republic of,VEN,America,2.8435943E7,,,,,,,,,,348,29759,,,
2021,12,Venezuela -  Bolivarian Republic of,VEN,America,2.8435943E7,,,,,,,,,,221,20998,,,
2020,11,Belgium,BEL,Europe,1.152244E7,5.8,,,16.3,,,5.0,,,1943,316051,82.9,84.1,81.6
2021,6,Peru,PER,America,3.2971846E7,,,,,,,,,,8986,102702,,,
2020,10,Belgium,BEL,Europe,1.152244E7,5.8,,,16.3,,,5.1,,,165,46435,82.9,84.1,81.6
2021,7,Peru,PER,America,3.2971846E7,,,,,,,,,,4818,64820,,,
2009,11,Spain,ESP,,,18.7,,,38.4,,,16.7,,,,,73,73,73.1
2021,4,Peru,PER,America,3.2971846E7,,,,,,,,,,22009,235065,,,
2009,10,Spain,ESP,,,18.6,,,39.2,,,16.5,,,,,73,73,73.1
2020,12,Belgium,BEL,Europe,1.152244E7,6.0,,,16.3,,,5.2,,,4784,126546,82.9,84.1,81.6
2021,5,Peru,PER,America,3.2971846E7,,,,,,,,,,17207,158737,,,
2021,2,Peru,PER,America,3.2971846E7,,,,,,,,,,18724,190223,,,
2009,12,Spain,ESP,,,18.9,,,38.7,,,16.9,,,,,73,73,73.1
2021,3,Peru,PER,America,3.2971846E7,,,,,,,,,,18890,200182,,,
2022,1,Egypt,EGY,Africa,1.02334403E8,,,,,,,,,,351,12917,,,
2021,1,Peru,PER,America,3.2971846E7,,,,,,,,,,10549,121658,,,
2017,12,France,FRA,,,9.1,,,22.7,,,7.6,,,,,73.6,73.4,73.7
2017,11,France,FRA,,,9.1,,,22.8,,,7.6,,,,,73.6,73.4,73.7
2021,8,Peru,PER,America,3.2971846E7,,,,,,,,,,2244,39920,,,
2017,10,France,FRA,,,9.2,,,22.9,,,7.7,,,,,73.6,73.4,73.7
2021,9,Peru,PER,America,3.2971846E7,,,,,,,,,,1312,26993,,,
2011,1,Finland,FIN,,,8.3,,,20.6,,,6.6,,,,,78.4,81.4,75.3
2011,2,Finland,FIN,,,8.1,,,20.2,,,6.4,,,,,78.4,81.4,75.3
2011,3,Finland,FIN,,,8.9,,,23.6,,,7.0,,,,,78.4,81.4,75.3
2021,12,Lesotho,LSO,Africa,2142252.0,,,,,,,,,,4,153,,,
2011,4,Finland,FIN,,,7.6,,,19.5,,,6.0,,,,,78.4,81.4,75.3
2021,10,Lesotho,LSO,Africa,2142252.0,,,,,,,,,,249,7062,,,
2021,11,Lesotho,LSO,Africa,2142252.0,,,,,,,,,,7,228,,,
2019,10,Estonia,EST,,,4.7,,,11.8,,,4.2,,,,,83.3,90.2,76.2
2007,12,Estonia,EST,,,4.1,,,8.2,,,3.6,,,,,,,
2011,9,Finland,FIN,,,7.9,,,20.9,,,6.1,,,,,78.4,81.4,75.3
2020,11,Marshall Islands,MHL,Oceania,59194.0,,,,,,,,,,0,1,,,
2020,10,Marshall Islands,MHL,Oceania,59194.0,,,,,,,,,,0,0,,,
2007,10,Estonia,EST,,,4.0,,,8.8,,,3.4,,,,,,,
2007,11,Estonia,EST,,,4.0,,,8.0,,,3.5,,,,,,,
2020,12,Marshall Islands,MHL,Oceania,59194.0,,,,,,,,,,0,3,,,
2011,5,Finland,FIN,,,7.7,,,19.8,,,6.0,,,,,78.4,81.4,75.3
2021,11,Jersey,JEY,Europe,107796.0,,,,,,,,,,1,1298,,,
2011,6,Finland,FIN,,,8.3,,,21.0,,,6.6,,,,,78.4,81.4,75.3
2021,10,Jersey,JEY,Europe,107796.0,,,,,,,,,,1,568,,,
2011,7,Finland,FIN,,,8.1,,,21.1,,,6.2,,,,,78.4,81.4,75.3
2011,8,Finland,FIN,,,7.6,,,19.1,,,5.9,,,,,78.4,81.4,75.3
2021,12,Jersey,JEY,Europe,107796.0,,,,,,,,,,2,3294,,,
2016,6,Macedonia -  the former Yugoslav Republic of,MKD,,,,,,,,,,,,,,46.9,49.4,44.7
2016,5,Macedonia -  the former Yugoslav Republic of,MKD,,,,,,,,,,,,,,46.9,49.4,44.7
2021,1,Serbia,SRB,Europe,6926705.0,,,,,,,,,,695,51393,,,
2016,4,Macedonia -  the former Yugoslav Republic of,MKD,,,,,,,,,,,,,,46.9,49.4,44.7
2016,3,Macedonia -  the former Yugoslav Republic of,MKD,,,,,,,,,,,,,,46.9,49.4,44.7
2021,3,Serbia,SRB,Europe,6926705.0,,,,,,,,,,747,126247,,,
2021,2,Serbia,SRB,Europe,6926705.0,,,,,,,,,,423,63996,,,
2016,9,Macedonia -  the former Yugoslav Republic of,MKD,,,,,,,,,,,,,,46.9,49.4,44.7
2021,5,Serbia,SRB,Europe,6926705.0,,,,,,,,,,550,30272,,,
2016,8,Macedonia -  the former Yugoslav Republic of,MKD,,,,,,,,,,,,,,46.9,49.4,44.7
2021,4,Serbia,SRB,Europe,6926705.0,,,,,,,,,,1037,94161,,,
2016,7,Macedonia -  the former Yugoslav Republic of,MKD,,,,,,,,,,,,,,46.9,49.4,44.7
2019,12,Estonia,EST,,,4.6,,,11.2,,,4.1,,,,,83.3,90.2,76.2
2019,11,Estonia,EST,,,4.5,,,11.7,,,3.9,,,,,83.3,90.2,76.2
2005,10,France,FRA,,,9.1,,,22.9,,,7.4,,,,,,,
2005,11,France,FRA,,,9.1,,,23.1,,,7.4,,,,,,,
2005,12,France,FRA,,,9.1,,,23.3,,,7.4,,,,,,,
2021,7,Serbia,SRB,Europe,6926705.0,,,,,,,,,,82,2837,,,
2021,6,Serbia,SRB,Europe,6926705.0,,,,,,,,,,224,5814,,,
2021,9,Serbia,SRB,Europe,6926705.0,,,,,,,,,,408,91117,,,
2021,8,Serbia,SRB,Europe,6926705.0,,,,,,,,,,84,13454,,,
2016,2,Macedonia -  the former Yugoslav Republic of,MKD,,,,,,,,,,,,,,46.9,49.4,44.7
2016,1,Macedonia -  the former Yugoslav Republic of,MKD,,,,,,,,,,,,,,46.9,49.4,44.7
2020,1,Saint Lucia,LCA,America,183629.0,,,,,,,,,,0,0,,,
2020,5,Saint Lucia,LCA,America,183629.0,,,,,,,,,,0,3,,,
2020,4,Saint Lucia,LCA,America,183629.0,,,,,,,,,,0,13,,,
2020,3,Saint Lucia,LCA,America,183629.0,,,,,,,,,,0,2,,,
2020,2,Saint Lucia,LCA,America,183629.0,,,,,,,,,,0,0,,,
2020,9,Saint Lucia,LCA,America,183629.0,,,,,,,,,,0,1,,,
2020,8,Saint Lucia,LCA,America,183629.0,,,,,,,,,,0,3,,,
2020,7,Saint Lucia,LCA,America,183629.0,,,,,,,,,,0,3,,,
2020,6,Saint Lucia,LCA,America,183629.0,,,,,,,,,,0,1,,,
2020,9,Seychelles,SYC,Africa,98340.0,,,,,,,,,,0,11,,,
2022,1,Mauritius,MUS,Africa,1271767.0,,,,,,,,,,0,1356,,,
2020,2,Seychelles,SYC,Africa,98340.0,,,,,,,,,,0,0,,,
2020,1,Seychelles,SYC,Africa,98340.0,,,,,,,,,,0,0,,,
2020,4,Seychelles,SYC,Africa,98340.0,,,,,,,,,,0,4,,,
2020,3,Seychelles,SYC,Africa,98340.0,,,,,,,,,,0,7,,,
2020,6,Seychelles,SYC,Africa,98340.0,,,,,,,,,,0,0,,,
2020,5,Seychelles,SYC,Africa,98340.0,,,,,,,,,,0,0,,,
2020,8,Seychelles,SYC,Africa,98340.0,,,,,,,,,,0,26,,,
2020,7,Seychelles,SYC,Africa,98340.0,,,,,,,,,,0,89,,,
2020,9,Namibia,NAM,Africa,2540916.0,,,,,,,,,,70,5736,,,
2020,8,Namibia,NAM,Africa,2540916.0,,,,,,,,,,18,2164,,,
2020,7,Namibia,NAM,Africa,2540916.0,,,,,,,,,,1,753,,,
2020,6,Namibia,NAM,Africa,2540916.0,,,,,,,,,,0,16,,,
2021,1,Maldives,MDV,Asia,540542.0,,,,,,,,,,4,1974,,,
2008,11,Portugal,PRT,,,9.4,,,22.7,,,7.9,,,,,,,
2020,1,Namibia,NAM,Africa,2540916.0,,,,,,,,,,0,0,,,
2021,10,Uganda,UGA,Africa,4.5741E7,,,,,,,,,,74,3119,,,
2009,5,Croatia,HRV,,,,,,,,,,,,,,76.3,77.4,75.3
2008,12,Portugal,PRT,,,9.7,,,23.2,,,8.3,,,,,,,
2009,6,Croatia,HRV,,,,,,,,,,,,,,76.3,77.4,75.3
2021,12,Uganda,UGA,Africa,4.5741E7,,,,,,,,,,28,1064,,,
2009,7,Croatia,HRV,,,,,,,,,,,,,,76.3,77.4,75.3
2021,11,Uganda,UGA,Africa,4.5741E7,,,,,,,,,,53,1908,,,
2009,8,Croatia,HRV,,,,,,,,,,,,,,76.3,77.4,75.3
2020,5,Namibia,NAM,Africa,2540916.0,,,,,,,,,,0,0,,,
2009,9,Croatia,HRV,,,,,,,,,,,,,,76.3,77.4,75.3
2020,4,Namibia,NAM,Africa,2540916.0,,,,,,,,,,0,13,,,
2020,3,Namibia,NAM,Africa,2540916.0,,,,,,,,,,0,3,,,
2008,10,Portugal,PRT,,,9.4,,,22.5,,,7.9,,,,,,,
2020,2,Namibia,NAM,Africa,2540916.0,,,,,,,,,,0,0,,,
2020,12,Timor-Leste,TLS,Asia,1318442.0,,,,,,,,,,0,0,,,
2016,10,Finland,FIN,,,9.0,,,20.6,,,7.4,,,,,77.4,80.5,74.6
2009,1,Croatia,HRV,,,,,,,,,,,,,,76.3,77.4,75.3
2009,2,Croatia,HRV,,,,,,,,,,,,,,76.3,77.4,75.3
2009,3,Croatia,HRV,,,,,,,,,,,,,,76.3,77.4,75.3
2009,4,Croatia,HRV,,,,,,,,,,,,,,76.3,77.4,75.3
2021,3,Maldives,MDV,Asia,540542.0,,,,,,,,,,4,3444,,,
2021,2,Maldives,MDV,Asia,540542.0,,,,,,,,,,10,3952,,,
2016,12,Finland,FIN,,,8.5,,,18.1,,,7.2,,,,,77.4,80.5,74.6
2021,5,Maldives,MDV,Asia,540542.0,,,,,,,,,,58,28050,,,
2016,11,Finland,FIN,,,9.3,,,21.9,,,7.6,,,,,77.4,80.5,74.6
2021,4,Maldives,MDV,Asia,540542.0,,,,,,,,,,5,4637,,,
2021,7,Maldives,MDV,Asia,540542.0,,,,,,,,,,10,3983,,,
2021,6,Maldives,MDV,Asia,540542.0,,,,,,,,,,77,15972,,,
2021,9,Maldives,MDV,Asia,540542.0,,,,,,,,,,5,3685,,,
2021,8,Maldives,MDV,Asia,540542.0,,,,,,,,,,6,3258,,,
2022,1,Paraguay,PRY,America,7132530.0,,,,,,,,,,214,35625,,,
2008,3,United Kingdom,GBR,,,5.314263,,,14.30516,,,3.668305,,,,,,,
2020,3,Anguilla,AIA,America,15002.0,,,,,,,,,,0,0,,,
2008,4,United Kingdom,GBR,,,5.178626,,,13.98918,,,3.565654,,,,,,,
2020,4,Anguilla,AIA,America,15002.0,,,,,,,,,,0,3,,,
2008,1,United Kingdom,GBR,,,5.181248,,,13.80083,,,3.59782,,,,,,,
2020,1,Anguilla,AIA,America,15002.0,,,,,,,,,,0,0,,,
2008,2,United Kingdom,GBR,,,5.182662,,,13.95605,,,3.57392,,,,,,,
2020,2,Anguilla,AIA,America,15002.0,,,,,,,,,,0,0,,,
2008,7,United Kingdom,GBR,,,5.709657,,,15.26938,,,3.972693,,,,,,,
2008,8,United Kingdom,GBR,,,5.855467,,,15.5333,,,4.08875,,,,,,,
2008,5,United Kingdom,GBR,,,5.350488,,,14.57231,,,3.670976,,,,,,,
2008,6,United Kingdom,GBR,,,5.486731,,,14.79257,,,3.7929,,,,,,,
2008,9,United Kingdom,GBR,,,5.968081,,,15.87774,,,4.166648,,,,,,,
2020,9,Anguilla,AIA,America,15002.0,,,,,,,,,,0,0,,,
2020,7,Anguilla,AIA,America,15002.0,,,,,,,,,,0,0,,,
2020,8,Anguilla,AIA,America,15002.0,,,,,,,,,,0,0,,,
2020,10,Equatorial Guinea,GNQ,Africa,1402985.0,,,,,,,,,,0,73,,,
2020,5,Anguilla,AIA,America,15002.0,,,,,,,,,,0,0,,,
2020,11,Equatorial Guinea,GNQ,Africa,1402985.0,,,,,,,,,,0,44,,,
2020,6,Anguilla,AIA,America,15002.0,,,,,,,,,,0,0,,,
2020,12,Equatorial Guinea,GNQ,Africa,1402985.0,,,,,,,,,,2,64,,,
2022,1,Kuwait,KWT,Asia,4270563.0,,,,,,,,,,8,46999,,,
2020,1,Bahamas,BHS,America,393248.0,,,,,,,,,,0,0,,,
2020,2,Bahamas,BHS,America,393248.0,,,,,,,,,,0,0,,,
2020,3,Bahamas,BHS,America,393248.0,,,,,,,,,,0,4,,,
2020,4,Bahamas,BHS,America,393248.0,,,,,,,,,,9,56,,,
2020,5,Bahamas,BHS,America,393248.0,,,,,,,,,,2,36,,,
2014,10,Denmark,DNK,,,,,,,,,,,,,,82.5,86.1,78.8
2020,6,Bahamas,BHS,America,393248.0,,,,,,,,,,0,7,,,
2020,7,Bahamas,BHS,America,393248.0,,,,,,,,,,0,8,,,
2020,8,Bahamas,BHS,America,393248.0,,,,,,,,,,4,787,,,
2020,9,Bahamas,BHS,America,393248.0,,,,,,,,,,43,1648,,,
2016,11,Macedonia -  the former Yugoslav Republic of,MKD,,,,,,,,,,,,,,46.9,49.4,44.7
2016,10,Macedonia -  the former Yugoslav Republic of,MKD,,,,,,,,,,,,,,46.9,49.4,44.7
2016,12,Macedonia -  the former Yugoslav Republic of,MKD,,,,,,,,,,,,,,46.9,49.4,44.7
2014,12,Denmark,DNK,,,,,,,,,,,,,,82.5,86.1,78.8
2021,1,Djibouti,DJI,Africa,988002.0,,,,,,,,,,2,90,,,
2014,11,Denmark,DNK,,,,,,,,,,,,,,82.5,86.1,78.8
2021,2,Djibouti,DJI,Africa,988002.0,,,,,,,,,,0,134,,,
2021,3,Djibouti,DJI,Africa,988002.0,,,,,,,,,,4,1295,,,
2021,4,Djibouti,DJI,Africa,988002.0,,,,,,,,,,69,3441,,,
2021,5,Djibouti,DJI,Africa,988002.0,,,,,,,,,,17,691,,,
2021,6,Djibouti,DJI,Africa,988002.0,,,,,,,,,,2,94,,,
2020,10,Nepal,NPL,Asia,2.9136808E7,,,,,,,,,,246,40566,,,
2021,7,Djibouti,DJI,Africa,988002.0,,,,,,,,,,0,40,,,
2021,8,Djibouti,DJI,Africa,988002.0,,,,,,,,,,1,55,,,
2020,12,Nepal,NPL,Asia,2.9136808E7,,,,,,,,,,519,58411,,,
2021,9,Djibouti,DJI,Africa,988002.0,,,,,,,,,,1,178,,,
2020,11,Nepal,NPL,Asia,2.9136808E7,,,,,,,,,,425,86744,,,
2020,8,Algeria,DZA,Africa,4.3851043E7,,,,,,,,,,291,16019,,,
2009,11,Bulgaria,BGR,,,,,,,,,,,,,,73.6,75.8,71.2
2020,7,Algeria,DZA,Africa,4.3851043E7,,,,,,,,,,244,8276,,,
2009,12,Bulgaria,BGR,,,,,,,,,,,,,,73.6,75.8,71.2
2020,9,Algeria,DZA,Africa,4.3851043E7,,,,,,,,,,254,11150,,,
2009,10,Bulgaria,BGR,,,,,,,,,,,,,,73.6,75.8,71.2
2020,4,Algeria,DZA,Africa,4.3851043E7,,,,,,,,,,358,2428,,,
2020,11,Peru,PER,America,3.2971846E7,,,,,,,,,,3717,76742,,,
2020,3,Algeria,DZA,Africa,4.3851043E7,,,,,,,,,,17,201,,,
2020,10,Peru,PER,America,3.2971846E7,,,,,,,,,,6756,138192,,,
2020,6,Algeria,DZA,Africa,4.3851043E7,,,,,,,,,,219,3900,,,
2020,5,Algeria,DZA,Africa,4.3851043E7,,,,,,,,,,173,4390,,,
2020,12,Peru,PER,America,3.2971846E7,,,,,,,,,,2755,57619,,,
2020,2,Algeria,DZA,Africa,4.3851043E7,,,,,,,,,,0,0,,,
2020,1,Algeria,DZA,Africa,4.3851043E7,,,,,,,,,,0,0,,,
2010,11,Bulgaria,BGR,,,,,,,,,,,,,,69.7,67.2,72.3
2010,12,Bulgaria,BGR,,,,,,,,,,,,,,69.7,67.2,72.3
2022,1,Latvia,LVA,Europe,1907675.0,,,,,,,,,,167,26773,,,
2010,10,Bulgaria,BGR,,,,,,,,,,,,,,69.7,67.2,72.3
2020,12,Estonia,EST,Europe,1328976.0,6.8,,,17.7,,,6.0,,,42,7247,79.8,83,76.8
2020,11,Estonia,EST,Europe,1328976.0,7.4,,,22.6,,,6.3,,,6,1423,79.8,83,76.8
2020,10,Estonia,EST,Europe,1328976.0,7.9,,,23.0,,,6.7,,,3,1085,79.8,83,76.8
2012,11,Montenegro,MNE,,,,,,,,,,,,,,53.5,52.9,54.2
2012,10,Montenegro,MNE,,,,,,,,,,,,,,53.5,52.9,54.2
2012,12,Montenegro,MNE,,,,,,,,,,,,,,53.5,52.9,54.2
2022,1,Papua New Guinea,PNG,Oceania,8947027.0,,,,,,,,,,6,254,,,
2016,12,Czech Republic,CZE,,,,,,,,,,,,,,86.7,94.2,79.3
2016,10,Czech Republic,CZE,,,,,,,,,,,,,,86.7,94.2,79.3
2016,11,Czech Republic,CZE,,,,,,,,,,,,,,86.7,94.2,79.3
2013,12,Netherlands,NLD,,,7.7,,,13.7,,,6.6,,,,,86.0,87.6,84.6
2020,3,Cuba,CUB,America,1.1326616E7,,,,,,,,,,1,35,,,
2011,6,Denmark,DNK,,,,,,,,,,,,,,81.9,87.1,76.9
2013,11,Netherlands,NLD,,,7.6,,,13.8,,,6.4,,,,,86.0,87.6,84.6
2020,2,Cuba,CUB,America,1.1326616E7,,,,,,,,,,0,0,,,
2011,5,Denmark,DNK,,,,,,,,,,,,,,81.9,87.1,76.9
2013,10,Netherlands,NLD,,,7.6,,,13.8,,,6.4,,,,,86.0,87.6,84.6
2020,1,Cuba,CUB,America,1.1326616E7,,,,,,,,,,0,0,,,
2011,4,Denmark,DNK,,,,,,,,,,,,,,81.9,87.1,76.9
2010,12,Croatia,HRV,,,,,,,,,,,,,,71.6,71.0,72.1
2011,3,Denmark,DNK,,,,,,,,,,,,,,81.9,87.1,76.9
2020,3,Oman,OMN,Asia,5106622.0,,,,,,,,,,0,55,,,
2020,2,Oman,OMN,Asia,5106622.0,,,,,,,,,,0,0,,,
2011,9,Denmark,DNK,,,,,,,,,,,,,,81.9,87.1,76.9
2020,1,Oman,OMN,Asia,5106622.0,,,,,,,,,,0,0,,,
2011,8,Denmark,DNK,,,,,,,,,,,,,,81.9,87.1,76.9
2011,7,Denmark,DNK,,,,,,,,,,,,,,81.9,87.1,76.9
2022,1,Netherlands,NLD,Europe,1.7407585E7,,,,,,,,,,135,403539,,,
2011,10,United States,USA,,,8.8,,,16.7,,,7.569958,,,,,,,
2011,11,United States,USA,,,8.6,,,17.0,,,7.295905,,,,,,,
2011,12,United States,USA,,,8.5,,,16.7,,,7.199494,,,,,,,
2011,2,Denmark,DNK,,,,,,,,,,,,,,81.9,87.1,76.9
2010,10,Croatia,HRV,,,,,,,,,,,,,,71.6,71.0,72.1
2021,10,Seychelles,SYC,Africa,98340.0,,,,,,,,,,6,1176,,,
2011,1,Denmark,DNK,,,,,,,,,,,,,,81.9,87.1,76.9
2010,11,Croatia,HRV,,,,,,,,,,,,,,71.6,71.0,72.1
2022,1,Haiti,HTI,America,1.1402533E7,,,,,,,,,,14,833,,,
2021,11,Seychelles,SYC,Africa,98340.0,,,,,,,,,,2,672,,,
2020,1,Mongolia,MNG,Asia,3278292.0,,,,,,,,,,0,0,,,
2021,12,Seychelles,SYC,Africa,98340.0,,,,,,,,,,8,1210,,,
2007,8,United States,USA,,,4.6,,,10.7,,,3.621174,,,,,,,
2007,9,United States,USA,,,4.7,,,11.2,,,3.570993,,,,,,,
2007,6,United States,USA,,,4.6,,,10.6,,,3.525543,,,,,,,
2007,7,United States,USA,,,4.7,,,10.5,,,3.690581,,,,,,,
2007,4,United States,USA,,,4.5,,,10.3,,,3.504531,,,,,,,
2020,6,Mongolia,MNG,Asia,3278292.0,,,,,,,,,,0,57,,,
2021,11,Namibia,NAM,Africa,2540916.0,,,,,,,,,,36,885,,,
2007,5,United States,USA,,,4.4,,,9.9,,,3.510127,,,,,,,
2020,7,Mongolia,MNG,Asia,3278292.0,,,,,,,,,,0,33,,,
2021,10,Namibia,NAM,Africa,2540916.0,,,,,,,,,,101,1788,,,
2007,2,United States,USA,,,4.5,,,9.9,,,3.601499,,,,,,,
2020,8,Mongolia,MNG,Asia,3278292.0,,,,,,,,,,0,63,,,
2007,3,United States,USA,,,4.4,,,10.0,,,3.44524,,,,,,,
2020,9,Mongolia,MNG,Asia,3278292.0,,,,,,,,,,0,17,,,
2021,12,Namibia,NAM,Africa,2540916.0,,,,,,,,,,11,782,,,
2021,11,Cyprus,CYP,Europe,888005.0,,,,,,,,,,18,4272,,,
2020,2,Mongolia,MNG,Asia,3278292.0,,,,,,,,,,0,0,,,
2009,10,Croatia,HRV,,,,,,,,,,,,,,76.3,77.4,75.3
2007,1,United States,USA,,,4.6,,,10.3,,,3.67215,,,,,,,
2021,10,Cyprus,CYP,Europe,888005.0,6.6,6.6,6.5,,,,5.9,5.8,5.9,26,2925,,,
2020,3,Mongolia,MNG,Asia,3278292.0,,,,,,,,,,0,10,,,
2009,11,Croatia,HRV,,,,,,,,,,,,,,76.3,77.4,75.3
2020,4,Mongolia,MNG,Asia,3278292.0,,,,,,,,,,0,22,,,
2009,12,Croatia,HRV,,,,,,,,,,,,,,76.3,77.4,75.3
2021,12,Cyprus,CYP,Europe,888005.0,,,,,,,,,,18,10655,,,
2020,5,Mongolia,MNG,Asia,3278292.0,,,,,,,,,,0,108,,,
2011,1,Cyprus,CYP,,,,,,,,,,,,,,72.5,73.1,72
2011,3,Cyprus,CYP,,,,,,,,,,,,,,72.5,73.1,72
2011,2,Cyprus,CYP,,,,,,,,,,,,,,72.5,73.1,72
2011,5,Cyprus,CYP,,,,,,,,,,,,,,72.5,73.1,72
2011,4,Cyprus,CYP,,,,,,,,,,,,,,72.5,73.1,72
2020,9,Cuba,CUB,America,1.1326616E7,,,,,,,,,,13,1356,,,
2011,7,Cyprus,CYP,,,,,,,,,,,,,,72.5,73.1,72
2020,8,Cuba,CUB,America,1.1326616E7,,,,,,,,,,1,527,,,
2011,6,Cyprus,CYP,,,,,,,,,,,,,,72.5,73.1,72
2020,7,Cuba,CUB,America,1.1326616E7,,,,,,,,,,3,178,,,
2011,9,Cyprus,CYP,,,,,,,,,,,,,,72.5,73.1,72
2020,6,Cuba,CUB,America,1.1326616E7,,,,,,,,,,5,376,,,
2011,8,Cyprus,CYP,,,,,,,,,,,,,,72.5,73.1,72
2020,5,Cuba,CUB,America,1.1326616E7,,,,,,,,,,45,837,,,
2020,4,Cuba,CUB,America,1.1326616E7,,,,,,,,,,33,1000,,,
2015,7,France,FRA,,,10.4,,,26.1,,,8.7,,,,,71.8,70.5,73.1
2015,8,France,FRA,,,10.3,,,26.1,,,8.7,,,,,71.8,70.5,73.1
2022,1,Kenya,KEN,Africa,5.37713E7,,,,,,,,,,94,17902,,,
2015,9,France,FRA,,,10.3,,,26.2,,,8.6,,,,,71.8,70.5,73.1
2015,3,France,FRA,,,10.4,,,25.9,,,8.7,,,,,71.8,70.5,73.1
2015,4,France,FRA,,,10.5,,,25.9,,,8.8,,,,,71.8,70.5,73.1
2015,5,France,FRA,,,10.5,,,26.0,,,8.9,,,,,71.8,70.5,73.1
2015,6,France,FRA,,,10.5,,,26.0,,,8.9,,,,,71.8,70.5,73.1
2006,12,Luxembourg,LUX,,,4.6,,,16.1,,,3.7,,,,,,,
2006,11,Luxembourg,LUX,,,4.6,,,16.0,,,3.8,,,,,,,
2006,10,Luxembourg,LUX,,,4.6,,,16.0,,,3.8,,,,,,,
2007,6,Spain,ESP,,,8.0,,,18.5,,,6.7,,,,,,,
2020,11,Western Sahara,ESH,Africa,597330.0,,,,,,,,,,0,0,,,
2007,5,Spain,ESP,,,7.9,,,17.8,,,6.7,,,,,,,
2020,12,Western Sahara,ESH,Africa,597330.0,,,,,,,,,,0,0,,,
2007,8,Spain,ESP,,,8.3,,,18.6,,,7.0,,,,,,,
